Suburb,Type,Rooms,Bathrooms,Parking,Area,Price
Humewood,Warehouse,7,4,8,310,8195204
Walmer,Officeblock,7,4,8,890,7827524
Zwide,Flat,1,2,6,310,4821324
Central,Flat,2,1,8,750,9141967
Missionvale,Warehouse,2,4,1,170,2123867
Summerstrand,House,6,1,4,150,9895098
Humewood,House,4,4,2,310,6223851
Zwide,Flat,6,4,0,810,218667
Missionvale,House,8,3,2,150,8087896
Zwide,House,7,4,8,890,7862916
Missionvale,House,6,3,2,370,4002059
Humewood,House,2,1,1,370,3302852
Zwide,Flat,1,1,6,310,5583257
Missionvale,House,4,2,4,190,83095
Central,Warehouse,6,0,8,190,9113921
Zwide,Warehouse,7,3,0,520,1457995
Missionvale,House,8,2,4,790,11892977
Humewood,House,4,2,8,420,5036322
Missionvale,Flat,6,1,6,170,14463202
Central,Warehouse,8,4,2,580,13439632
Humewood,House,2,4,0,200,5695447
Zwide,Flat,1,1,6,400,11682880
Summerstrand,Flat,4,3,12,370,13703449
Central,House,6,0,0,580,14032196
Summerstrand,Warehouse,4,4,2,400,13810525
Walmer,Warehouse,7,4,0,310,7617779
Humewood,Officeblock,7,2,2,200,12081827
Missionvale,House,1,2,6,520,9535470
Summerstrand,Officeblock,2,0,8,370,1329579
Central,House,2,2,6,890,4286469
Central,Flat,6,1,12,370,2993386
Walmer,Warehouse,7,2,2,310,83095
Central,Officeblock,4,0,2,810,8736917
Zwide,Warehouse,6,0,8,370,1018769
Summerstrand,House,8,0,4,150,10052758
Missionvale,Warehouse,1,1,6,310,4002059
Missionvale,House,6,4,8,580,6470426
Summerstrand,Warehouse,1,3,8,200,9958411
Summerstrand,Officeblock,7,2,6,420,11875850
Summerstrand,Warehouse,8,4,4,890,995322
Walmer,Warehouse,5,1,4,170,9765837
Missionvale,House,2,0,1,790,6093746
Walmer,House,5,4,1,580,9608962
Missionvale,Officeblock,4,2,0,750,12235344
Zwide,Officeblock,2,0,0,200,14768180
Humewood,Flat,5,1,12,520,7041471
Walmer,Officeblock,4,1,2,750,12140193
Central,Officeblock,5,0,6,190,13594596
Zwide,Warehouse,8,3,4,310,5248603
Walmer,House,5,2,8,170,7247447
Central,Warehouse,4,4,4,750,12405453
Humewood,Officeblock,7,3,12,190,7247447
Humewood,House,5,3,2,790,9723807
Summerstrand,Flat,3,4,8,400,2829094
Central,Officeblock,2,2,0,770,8914381
Zwide,Flat,3,3,2,520,6831851
Walmer,Warehouse,7,3,2,420,8675906
Humewood,Flat,7,4,0,890,6768476
Summerstrand,Flat,7,0,8,750,12258589
Central,Warehouse,8,4,12,190,6684740
Central,Flat,4,0,1,580,1018769
Central,Officeblock,6,3,0,150,1513802
Central,Warehouse,1,1,2,190,9817109
Central,Flat,1,1,8,750,14513366
Central,Flat,4,4,12,520,14032196
Summerstrand,Flat,4,3,6,400,12060347
Walmer,Officeblock,7,4,2,790,10723180
Humewood,Flat,2,3,8,770,12235344
Summerstrand,Officeblock,7,4,4,790,13782609
Zwide,House,8,3,6,370,4781296
Humewood,Flat,8,4,6,150,10424300
Missionvale,Flat,1,3,8,310,6578638
Zwide,Officeblock,6,0,8,420,12770676
Missionvale,House,3,3,1,810,8195204
Summerstrand,Flat,5,2,6,190,4535429
Walmer,Flat,1,0,2,520,1400431
Zwide,Flat,1,0,8,400,11918919
Summerstrand,Warehouse,3,3,12,150,9147088
Missionvale,Flat,8,1,12,770,6807215
Zwide,Flat,3,0,12,790,1405312
Zwide,Warehouse,1,4,0,790,2790216
Walmer,Officeblock,4,3,4,400,3172334
Central,Officeblock,5,2,1,420,5851500
Humewood,Warehouse,5,2,12,810,6223851
Summerstrand,House,7,1,12,200,4535429
Central,Flat,6,3,0,190,14871310
Summerstrand,House,6,1,8,370,3534567
Humewood,Warehouse,5,4,4,420,13285002
Missionvale,Flat,3,0,1,310,9809929
Zwide,Warehouse,2,4,2,580,4317592
Walmer,Flat,5,3,6,890,382769
Summerstrand,Officeblock,1,2,0,750,8258583
Summerstrand,House,1,2,2,200,12788186
Zwide,House,6,3,4,770,14810144
Central,Officeblock,6,1,2,400,9141967
Summerstrand,Officeblock,3,2,8,400,12758034
Walmer,Flat,6,1,6,150,1934400
Humewood,Officeblock,1,4,0,310,7297505
Missionvale,Flat,6,4,6,520,5683676
Central,Officeblock,3,2,0,400,8081297
Missionvale,Officeblock,8,2,2,170,13339513
Summerstrand,Officeblock,6,2,2,370,4821324
Summerstrand,Warehouse,5,0,6,420,10221553
Central,Officeblock,8,2,8,520,13483862
Walmer,House,6,1,4,420,1018769
Humewood,Warehouse,7,1,1,170,5431442
Walmer,Warehouse,7,4,4,190,2428323
Central,Flat,8,0,0,150,13595086
Summerstrand,House,4,3,8,790,2221206
Walmer,Warehouse,1,1,6,170,10683028
Summerstrand,House,2,4,2,370,1384856
Zwide,Warehouse,1,0,6,520,4766507
Summerstrand,Officeblock,2,3,0,810,3662800
Missionvale,Warehouse,5,2,8,420,14430499
Zwide,Officeblock,3,3,4,170,9721930
Zwide,Officeblock,8,4,2,310,13818730
Humewood,Flat,2,4,1,810,2969915
Summerstrand,House,7,1,2,400,13483862
Central,Flat,7,1,12,420,12250116
Summerstrand,Warehouse,3,3,12,810,4760818
Summerstrand,Officeblock,8,2,8,770,10221553
Humewood,House,8,4,1,170,12224966
Summerstrand,Flat,1,0,8,520,13703449
Zwide,Warehouse,8,3,1,790,6093746
Missionvale,Flat,3,3,1,190,14761420
Zwide,House,1,3,2,170,12697108
Walmer,Officeblock,8,0,2,750,1864067
Walmer,Flat,8,2,4,200,1228128
Missionvale,Officeblock,6,0,2,750,12081827
Humewood,Officeblock,7,0,2,400,1744058
Zwide,Officeblock,4,4,6,770,9209028
Zwide,Flat,3,0,6,200,14430499
Walmer,Warehouse,6,2,4,790,13818730
Walmer,Officeblock,8,2,6,400,11941003
Central,Flat,8,0,1,400,3323037
Zwide,House,8,1,12,580,3838037
Zwide,Warehouse,1,0,0,750,823832
Missionvale,Warehouse,3,4,8,310,7144412
Central,Flat,3,3,8,310,7617779
Missionvale,House,6,2,0,370,4542049
Humewood,Flat,1,1,12,400,9495507
Summerstrand,Flat,8,0,2,310,1368954
Zwide,Officeblock,1,4,8,520,10349292
Walmer,Flat,5,4,6,890,9895098
Walmer,Officeblock,3,3,2,790,1263839
Walmer,Officeblock,7,3,4,150,6881571
Humewood,Officeblock,1,2,12,790,8331437
Central,Flat,5,2,6,420,8572541
Humewood,Officeblock,3,3,8,310,2993386
Summerstrand,House,1,4,8,770,1465688
Summerstrand,Warehouse,6,3,1,400,1172295
Central,Officeblock,1,1,8,200,1172295
Central,House,5,4,4,810,1939471
Central,House,8,1,12,150,10238838
Summerstrand,Warehouse,6,2,1,310,3534567
Summerstrand,Flat,3,2,0,520,1644011
Zwide,Warehouse,3,0,1,580,2459573
Summerstrand,House,8,0,0,580,3720419
Walmer,Officeblock,3,0,8,170,12619025
Missionvale,Flat,5,0,6,170,9322790
Central,Flat,7,2,6,310,3838037
Zwide,Warehouse,5,0,6,580,7144412
Zwide,Flat,4,2,6,170,4317592
Zwide,Officeblock,5,4,12,310,6881571
Walmer,Officeblock,2,0,6,310,8736917
Walmer,Flat,2,1,4,890,11526721
Walmer,Flat,7,4,6,150,5354925
Summerstrand,Flat,5,2,4,770,9723807
Humewood,Officeblock,4,0,2,370,4108109
Central,House,7,2,12,580,7099751
Humewood,Officeblock,3,4,2,420,1457995
Central,Officeblock,7,1,1,310,6279396
Central,Flat,6,0,1,150,9210932
Humewood,Flat,6,2,0,750,995322
Missionvale,House,8,4,12,750,2493630
Summerstrand,House,4,3,12,580,11538764
Walmer,Warehouse,1,0,6,810,9113921
Humewood,Warehouse,6,1,6,770,1644011
Missionvale,Officeblock,1,3,1,190,13816270
Summerstrand,Officeblock,2,4,2,580,8087896
Central,House,6,1,8,750,5492402
Missionvale,House,2,3,1,170,4762430
Humewood,House,8,0,0,190,5695447
Summerstrand,Officeblock,8,0,1,770,9721930
Missionvale,Flat,8,4,1,400,9322790
Missionvale,House,2,3,6,810,5052010
Central,Warehouse,3,0,12,770,3876219
Missionvale,Flat,5,4,0,170,10451628
Zwide,Warehouse,4,1,4,200,9723807
Humewood,Warehouse,3,0,8,170,4035927
Humewood,Officeblock,6,3,8,150,9626924
Missionvale,Flat,2,0,4,810,8225113
Zwide,Officeblock,8,3,0,580,12984574
Zwide,Officeblock,2,4,8,770,12636521
Walmer,House,7,2,2,150,12758034
Summerstrand,Officeblock,3,2,8,400,5721363
Zwide,Warehouse,6,1,6,520,8296794
Missionvale,Flat,6,4,4,200,1571035
Walmer,Warehouse,3,0,8,770,12170082
Summerstrand,Officeblock,5,0,0,810,12081827
Walmer,Flat,3,1,8,580,8087896
Central,Officeblock,1,4,4,370,1314500
Walmer,Flat,6,1,6,400,13285002
Zwide,Flat,3,3,12,190,12153519
Humewood,Flat,6,1,6,520,3838037
Zwide,Warehouse,7,3,4,190,12984574
Summerstrand,Officeblock,1,2,1,400,2426253
Walmer,Warehouse,8,2,12,310,1225911
Humewood,Flat,5,3,0,790,2123867
Summerstrand,Flat,3,1,8,890,257021
Central,Warehouse,4,4,6,750,6881571
Missionvale,Officeblock,3,2,1,310,13321366
Missionvale,Warehouse,8,4,4,520,9721930
Summerstrand,Officeblock,8,1,1,400,9178267
Missionvale,Officeblock,4,3,1,400,12170082
Summerstrand,Flat,5,3,12,750,276220
Humewood,Warehouse,6,1,8,310,4766507
Summerstrand,Warehouse,3,1,8,190,447048
Walmer,Warehouse,5,2,2,170,5937468
Zwide,Flat,7,3,0,580,9955348
Summerstrand,House,3,0,8,190,12258589
Missionvale,Warehouse,3,2,8,200,3160830
Missionvale,House,3,2,0,370,6578638
Walmer,Officeblock,2,4,0,200,13818730
Humewood,Officeblock,5,2,6,150,5546080
Humewood,Flat,3,0,6,400,9623586
Central,Warehouse,4,4,0,810,6217210
Summerstrand,Flat,8,3,6,810,12178899
Summerstrand,Warehouse,7,0,1,580,218667
Walmer,Warehouse,6,1,2,170,7781809
Walmer,Warehouse,5,3,8,580,9147088
Walmer,Warehouse,4,4,0,750,7781809
Walmer,Warehouse,2,3,4,810,9535470
Central,Warehouse,5,4,6,150,14585200
Walmer,House,2,4,8,890,4176478
Zwide,Flat,6,2,4,750,14585200
Summerstrand,House,3,2,1,400,3542864
Central,Flat,6,3,0,810,12153519
Walmer,Warehouse,2,1,0,750,5867639
Missionvale,Officeblock,2,0,6,790,2100590
Summerstrand,Flat,7,3,2,890,6279396
Missionvale,Officeblock,4,0,4,420,1676970
Zwide,Flat,8,1,6,200,11558246
Missionvale,Officeblock,6,4,6,400,10424300
Walmer,Officeblock,5,2,12,310,9434531
Walmer,Officeblock,2,0,2,190,14292704
Central,Officeblock,3,4,4,170,8683415
Zwide,Flat,5,2,6,580,12054127
Central,Officeblock,6,0,0,520,9765837
Walmer,Warehouse,1,0,0,770,11767288
Central,Warehouse,3,3,0,750,13756276
Missionvale,Officeblock,6,2,12,400,5162411
Summerstrand,Officeblock,5,4,8,370,11759020
Summerstrand,House,3,3,0,200,5442607
Summerstrand,Warehouse,8,2,4,890,11892977
Humewood,Flat,3,3,0,200,9791627
Walmer,Warehouse,7,4,1,310,1117163
Zwide,Officeblock,2,3,8,190,12660007
Summerstrand,House,6,4,4,400,6684740
Summerstrand,Warehouse,5,3,6,200,9434531
Walmer,Flat,5,1,4,580,1934400
Walmer,Warehouse,2,3,0,750,14463202
Zwide,Warehouse,5,0,0,420,5036322
Summerstrand,Warehouse,3,2,12,420,7666748
Walmer,Warehouse,7,2,12,150,10723180
Humewood,Flat,5,0,2,580,5101883
Walmer,Officeblock,6,0,2,890,7862916
Missionvale,Warehouse,7,3,6,790,6217210
Summerstrand,Flat,5,3,12,170,801494
Walmer,Warehouse,2,1,8,420,8544359
Humewood,Flat,1,0,8,770,6768476
Zwide,Flat,8,1,4,890,2790216
Humewood,Officeblock,7,2,1,370,12178899
Missionvale,Officeblock,8,4,1,890,721367
Summerstrand,House,8,4,4,810,1309816
Walmer,Flat,5,1,12,810,8258583
Missionvale,Officeblock,7,4,2,370,4486168
Summerstrand,Officeblock,2,0,0,750,12461555
Summerstrand,House,7,0,8,520,1570167
Walmer,Warehouse,5,4,8,310,5148043
Zwide,House,6,0,12,770,9791627
Summerstrand,Flat,5,4,8,580,11411931
Summerstrand,Flat,3,4,12,170,14585200
Humewood,Officeblock,3,3,4,750,12140193
Zwide,Warehouse,7,4,6,770,12347505
Missionvale,Officeblock,2,0,12,580,287456
Summerstrand,House,3,0,8,310,10000969
Central,Officeblock,3,3,12,420,11045934
Summerstrand,Flat,3,2,6,750,12688335
Humewood,Officeblock,5,4,1,400,12258589
Humewood,Warehouse,5,3,8,170,12688335
Zwide,House,3,2,0,190,9970288
Walmer,Warehouse,7,2,0,190,7099751
Central,Warehouse,3,2,1,420,12170082
Zwide,Warehouse,6,1,6,810,8914381
Central,House,7,4,6,520,13270557
Humewood,Warehouse,2,3,12,370,1323745
Walmer,Officeblock,4,4,0,150,5873308
Humewood,Flat,7,3,4,170,12083907
Summerstrand,Flat,8,2,1,420,9147088
Central,Flat,8,1,12,770,955730
Humewood,House,5,4,2,890,13021870
Zwide,Warehouse,3,1,2,310,7827524
Central,House,7,1,6,170,5052010
Missionvale,Warehouse,4,4,2,770,5937468
Zwide,Flat,2,0,1,200,4760818
Humewood,Officeblock,1,4,6,520,12250116
Zwide,Flat,3,2,6,810,12648688
Zwide,House,7,1,1,150,833939
Missionvale,House,4,4,12,190,7247447
Walmer,Flat,1,4,0,170,7271115
Central,House,4,3,0,890,2098113
Zwide,Warehouse,2,0,0,790,8474743
Missionvale,Warehouse,1,3,0,520,8772350
Humewood,House,6,3,2,190,14221469
Missionvale,House,4,1,8,400,10718657
Humewood,Warehouse,1,4,4,190,14616757
Zwide,Flat,8,1,6,150,2790216
Walmer,Warehouse,4,3,1,420,3542864
Walmer,Flat,6,2,8,770,7617779
Missionvale,Officeblock,2,4,2,750,1714999
Walmer,Warehouse,2,2,2,580,2449077
Humewood,Warehouse,4,4,4,150,6223851
Missionvale,Flat,6,2,0,750,6881571
Humewood,Officeblock,6,2,8,190,12235344
Summerstrand,House,6,1,1,370,6658610
Summerstrand,Flat,5,3,4,890,5052010
Missionvale,Officeblock,1,3,1,790,8736917
Central,Warehouse,1,3,12,750,4597325
Missionvale,Warehouse,3,3,0,170,13483862
Missionvale,Flat,5,2,0,750,4450978
Summerstrand,Warehouse,7,1,8,890,13149660
Summerstrand,Flat,6,4,6,370,2222468
Walmer,House,8,2,6,310,4197490
Walmer,Warehouse,7,4,0,770,12461555
Central,Warehouse,1,1,0,580,906
Missionvale,House,3,3,0,810,470149
Walmer,Flat,5,4,6,420,7297505
Walmer,Officeblock,8,0,1,810,2487172
Zwide,Warehouse,6,0,6,310,9395373
Walmer,House,8,1,8,400,2404738
Summerstrand,Flat,2,1,2,520,1752850
Walmer,Officeblock,3,1,8,890,447048
Missionvale,Flat,1,0,2,810,1538626
Walmer,Flat,5,2,1,770,1368954
Missionvale,Warehouse,2,4,12,520,4821324
Missionvale,Warehouse,2,2,4,420,7041471
Summerstrand,Officeblock,4,1,1,310,6654895
Summerstrand,Officeblock,6,4,2,370,875105
Central,Flat,8,4,8,750,13595086
Central,Officeblock,4,1,6,520,9809929
Missionvale,Warehouse,8,3,2,370,8474743
Summerstrand,Warehouse,5,1,12,310,7641560
Summerstrand,Warehouse,3,1,12,190,7666748
Zwide,Warehouse,2,3,0,750,14209030
Summerstrand,Officeblock,7,0,8,190,2428323
Humewood,Warehouse,1,3,1,520,1744058
Central,House,2,4,1,400,12175854
Missionvale,House,1,0,12,200,4821324
Walmer,Officeblock,7,4,12,580,9958411
Summerstrand,Flat,4,0,1,420,5546080
Zwide,House,2,2,0,190,13285002
Missionvale,Officeblock,4,0,6,770,10000969
Zwide,House,6,3,2,790,3160830
Central,Warehouse,1,3,6,200,3131253
Walmer,Flat,6,4,2,200,8313872
Zwide,House,4,0,1,810,9608962
Zwide,Flat,2,3,8,770,10004857
Missionvale,Warehouse,5,2,6,400,7099751
Humewood,Flat,2,3,8,200,13950390
Zwide,House,2,2,2,200,12054127
Missionvale,Warehouse,1,2,1,150,9182002
Walmer,Warehouse,7,2,0,790,13818730
Zwide,Warehouse,3,3,6,400,3198514
Walmer,House,1,0,2,810,721367
Walmer,House,2,1,2,790,1096674
Summerstrand,Officeblock,1,3,1,310,4437316
Walmer,Flat,5,0,6,520,11965705
Summerstrand,Warehouse,3,4,1,580,12235344
Walmer,Officeblock,4,4,4,200,9231781
Summerstrand,Officeblock,4,0,0,790,9209028
Zwide,Warehouse,6,3,2,310,4317592
Walmer,Warehouse,1,1,6,310,11307153
Walmer,Officeblock,4,3,0,150,12648688
Missionvale,Warehouse,7,3,0,580,12643049
Humewood,Warehouse,6,2,8,890,6060750
Humewood,Warehouse,3,3,4,420,5354925
Central,House,8,1,1,750,10683028
Missionvale,Warehouse,7,4,6,200,1714999
Humewood,Flat,3,2,8,580,6465192
Zwide,House,5,3,4,420,9465797
Summerstrand,Warehouse,3,0,4,370,6901260
Summerstrand,Flat,5,1,6,520,12240246
Zwide,Flat,4,0,0,790,13810525
Humewood,House,8,0,4,170,9809929
Zwide,House,5,2,8,190,12182706
Central,Warehouse,7,4,8,370,9210932
Walmer,Flat,8,1,6,370,9210932
Humewood,Warehouse,6,3,2,370,7144412
Zwide,Warehouse,1,2,12,520,9465797
Missionvale,Officeblock,8,0,12,310,1368954
Summerstrand,Warehouse,4,3,1,750,4437316
Walmer,Officeblock,8,0,8,810,14466302
Missionvale,House,2,4,2,150,7152761
Walmer,Warehouse,3,1,8,770,6061974
Walmer,Flat,7,2,6,400,3198514
Missionvale,Officeblock,2,1,6,420,1405312
Zwide,Officeblock,6,4,8,520,823832
Central,Flat,3,0,0,150,10965063
Walmer,Officeblock,3,0,4,370,6217210
Humewood,Officeblock,1,1,1,200,218667
Walmer,House,7,2,2,420,14209030
Missionvale,Flat,5,1,12,190,9649342
Central,House,1,4,4,750,10451628
Missionvale,Officeblock,6,1,4,400,11152878
Missionvale,House,4,4,12,750,12208778
Missionvale,Officeblock,5,2,1,170,13164946
Missionvale,Flat,3,1,12,310,12081827
Central,House,2,1,0,170,7144412
Walmer,House,3,2,6,370,264225
Missionvale,Flat,8,4,1,190,801494
Missionvale,Warehouse,7,4,1,520,1017673
Humewood,House,3,4,0,200,1225911
Zwide,Warehouse,5,4,0,790,5998301
Central,Officeblock,1,1,8,200,2373128
Missionvale,House,5,1,4,580,7974846
Summerstrand,Flat,4,0,0,750,12660007
Central,Warehouse,6,1,1,200,12081827
Zwide,Officeblock,4,0,4,170,340045
Missionvale,Warehouse,2,1,2,420,13793803
Zwide,Warehouse,2,3,1,370,9623586
Missionvale,Officeblock,5,2,8,790,13782609
Missionvale,Flat,2,1,12,750,14183765
Walmer,Flat,4,3,1,750,1117163
Humewood,House,2,2,1,810,2222468
Missionvale,Warehouse,1,4,2,370,14761420
Central,House,4,0,0,520,3754287
Zwide,Flat,4,2,0,150,7666748
Missionvale,House,2,1,2,520,5937468
Walmer,Officeblock,1,0,12,520,12224966
Walmer,House,4,1,4,400,8675906
Zwide,House,5,1,6,750,3459695
Zwide,House,7,4,8,770,876463
Summerstrand,Warehouse,2,1,6,190,6654895
Missionvale,Officeblock,5,1,0,810,1121120
Summerstrand,Flat,6,2,12,170,14768180
Walmer,Warehouse,8,1,2,890,12770676
Summerstrand,House,8,2,8,420,6945572
Summerstrand,Flat,4,2,1,770,13781421
Humewood,Warehouse,5,2,4,170,808506
Summerstrand,Warehouse,1,1,2,370,5494835
Summerstrand,Flat,8,4,1,580,14616757
Zwide,Flat,2,2,4,170,1165679
Central,House,1,3,4,310,5148043
Central,Officeblock,4,4,0,890,13727629
Summerstrand,Flat,3,4,6,520,1225911
Walmer,Warehouse,1,1,12,750,6807215
Zwide,Warehouse,1,3,0,580,6106382
Summerstrand,Officeblock,1,2,12,790,5702510
Missionvale,House,4,2,2,170,5998301
Zwide,Officeblock,5,3,0,810,11411931
Central,Officeblock,8,1,6,790,12834381
Humewood,Warehouse,7,0,4,890,12224966
Missionvale,Warehouse,2,0,2,370,7152761
Humewood,Flat,4,2,1,890,12258589
Walmer,Flat,8,2,4,200,11921179
Summerstrand,House,1,1,1,770,3323037
Humewood,Officeblock,8,1,4,790,4963004
Missionvale,House,1,0,8,400,11682880
Walmer,Officeblock,5,2,1,370,7641560
Central,Officeblock,6,2,6,750,3362446
Walmer,Officeblock,6,2,4,770,1314500
Summerstrand,Officeblock,6,3,6,310,1121120
Summerstrand,Flat,1,0,0,770,5695447
Summerstrand,House,2,2,1,420,10723180
Missionvale,Warehouse,2,3,12,520,5162411
Summerstrand,Warehouse,3,4,8,400,7511028
Walmer,Officeblock,6,1,6,580,4821324
Summerstrand,Flat,4,0,8,890,11045934
Walmer,Warehouse,2,3,6,810,12461555
Central,House,5,1,4,310,1121120
Walmer,Officeblock,6,4,0,200,664475
Zwide,Flat,4,0,12,190,8772350
Summerstrand,Warehouse,7,0,1,190,6768476
Summerstrand,Warehouse,4,4,8,810,12788186
Zwide,Warehouse,5,0,12,810,2919451
Central,Officeblock,1,2,12,420,2550410
Zwide,House,7,4,12,810,2493630
Summerstrand,Warehouse,5,0,0,520,13818730
Humewood,Warehouse,5,0,1,150,721367
Zwide,Warehouse,1,3,12,370,13793803
Summerstrand,Flat,6,2,6,580,13645704
Walmer,Officeblock,8,1,6,790,2734677
Zwide,Officeblock,5,4,8,370,4108109
Zwide,House,7,3,6,170,12555914
Missionvale,Warehouse,4,3,8,190,1570167
Missionvale,Officeblock,3,4,0,790,8934977
Humewood,Officeblock,4,0,2,190,12565096
Walmer,Officeblock,6,4,12,420,382769
Humewood,Warehouse,6,0,0,200,11174742
Walmer,Warehouse,8,2,8,580,10238838
Summerstrand,Officeblock,5,3,6,810,2493630
Missionvale,House,5,2,0,400,11212398
Central,Officeblock,4,3,0,370,8772350
Walmer,Warehouse,1,3,0,310,4542049
Central,Warehouse,2,2,6,420,1017673
Zwide,Flat,3,0,6,750,10339186
Humewood,Warehouse,7,1,2,750,8683415
Walmer,Officeblock,1,0,0,200,6955176
Missionvale,Warehouse,8,0,0,580,5998301
Central,Flat,6,3,2,370,2934990
Humewood,Warehouse,3,0,8,200,5052010
Humewood,Warehouse,5,3,4,150,12235344
Missionvale,Warehouse,6,4,4,310,10451628
Zwide,Flat,7,1,0,190,2934990
Missionvale,Flat,8,0,6,420,11875850
Zwide,Warehouse,1,4,6,890,5148043
Summerstrand,Flat,7,4,8,400,8736917
Walmer,Warehouse,5,0,4,150,7630131
Missionvale,Warehouse,3,4,8,890,7974846
Summerstrand,Officeblock,1,4,4,190,8331437
Summerstrand,Officeblock,2,0,6,200,7363977
Central,Warehouse,5,1,0,190,12439589
Central,House,2,2,1,310,890613
Missionvale,Officeblock,6,0,2,170,10723180
Central,Flat,1,2,12,310,11627150
Walmer,Officeblock,8,0,4,520,10719274
Missionvale,Officeblock,6,1,12,200,11941003
Missionvale,Flat,1,4,0,420,12081827
Missionvale,House,1,3,12,770,6465192
Summerstrand,House,3,4,6,370,2098113
Summerstrand,Officeblock,2,0,12,200,5281168
Walmer,Officeblock,6,4,1,150,14334532
Central,House,5,1,8,370,12439589
Humewood,Flat,8,1,4,200,8725131
Missionvale,Flat,6,3,4,400,6945572
Walmer,Warehouse,2,3,8,520,833939
Missionvale,Flat,1,1,8,190,8313872
Summerstrand,House,4,4,12,170,1574907
Missionvale,Flat,2,0,4,770,11941003
Summerstrand,Officeblock,8,4,4,150,5386074
Zwide,Flat,3,1,1,790,8087896
Walmer,Warehouse,8,4,8,750,4197490
Summerstrand,House,8,0,0,770,4437316
Summerstrand,Warehouse,3,3,8,400,4197490
Missionvale,Officeblock,2,2,1,170,8474743
Walmer,Officeblock,6,3,8,310,10339186
Walmer,House,8,4,12,790,7297505
Humewood,Warehouse,7,2,1,170,12054127
Summerstrand,House,6,2,8,190,14463202
Central,Officeblock,7,1,2,190,427669
Summerstrand,Warehouse,7,3,6,790,5867639
Walmer,Officeblock,6,0,1,170,24919
Zwide,Warehouse,7,4,12,420,12461555
Walmer,House,6,3,8,770,11875850
Zwide,Warehouse,4,0,0,520,6578638
Central,Warehouse,2,0,1,170,2633196
Walmer,Warehouse,7,0,4,190,83095
Humewood,Officeblock,7,0,2,420,12894158
Central,Warehouse,1,0,6,170,13829438
Missionvale,Warehouse,7,0,2,520,10424300
Missionvale,House,8,1,6,190,11893276
Summerstrand,Flat,1,1,1,890,14480305
Missionvale,House,8,3,2,810,9970288
Summerstrand,Warehouse,2,4,2,150,5630106
Walmer,House,2,2,6,200,4002059
Zwide,Officeblock,8,0,6,810,9672810
Zwide,Flat,8,4,6,170,2872496
Summerstrand,House,6,0,8,310,1890935
Zwide,Warehouse,2,3,6,420,1228128
Missionvale,Flat,7,3,8,580,13483862
Walmer,Warehouse,2,4,1,420,6578638
Zwide,Officeblock,4,4,12,770,8675906
Missionvale,House,5,4,8,420,3999236
Humewood,Flat,6,3,12,750,9147088
Humewood,Flat,1,1,8,400,14467678
Missionvale,Officeblock,6,2,4,310,7041471
Missionvale,House,3,0,0,190,1948696
Central,Officeblock,1,1,12,790,4637063
Humewood,Warehouse,5,3,0,520,10719274
Zwide,House,5,3,0,790,8474743
Missionvale,Warehouse,1,2,0,790,8400118
Zwide,House,6,3,6,190,8225113
Walmer,House,3,0,4,310,7630131
Summerstrand,House,6,4,4,520,626708
Walmer,Officeblock,7,1,8,170,13149660
Humewood,Officeblock,8,2,0,810,9623586
Central,Officeblock,8,1,6,580,5354925
Humewood,Warehouse,2,1,1,890,5054584
Central,Warehouse,2,0,8,750,8675906
Zwide,House,7,4,8,520,5702510
Walmer,House,3,1,12,170,3816149
Zwide,House,1,2,12,370,10918301
Zwide,Officeblock,1,1,12,810,13339513
Walmer,Flat,8,0,8,790,12347505
Humewood,House,4,0,4,580,5867639
Missionvale,House,6,4,6,810,1864067
Missionvale,Officeblock,3,0,4,890,4781296
Missionvale,Officeblock,4,4,2,420,1725954
Zwide,House,6,0,6,770,10238838
Central,Flat,5,4,2,580,558503
Walmer,Warehouse,3,2,12,170,4696024
Missionvale,Flat,1,2,0,580,8021744
Humewood,House,6,2,8,520,2428323
Central,Warehouse,4,3,1,520,4961378
Humewood,Flat,8,1,6,580,3323037
Zwide,Flat,4,3,1,200,12835619
Summerstrand,House,3,2,2,190,5546080
Zwide,Warehouse,8,3,8,750,1538626
Central,House,7,1,1,790,13756276
Central,Officeblock,7,2,12,190,5702510
Zwide,House,7,3,12,150,10349292
Summerstrand,Flat,5,0,1,810,12788186
Central,Warehouse,2,1,12,750,13810525
Summerstrand,Officeblock,1,4,8,520,7144412
Humewood,Officeblock,3,0,6,580,8225113
Central,Warehouse,6,4,4,310,13781386
Central,House,5,0,6,890,664475
Walmer,House,2,2,6,790,13164946
Missionvale,Flat,8,4,4,520,8772350
Central,Warehouse,8,1,6,750,1165679
Summerstrand,House,1,2,0,370,2963559
Walmer,Flat,1,1,4,420,3323037
Humewood,Flat,2,1,12,810,9147088
Zwide,House,5,1,12,770,11370196
Zwide,House,6,3,8,400,4972749
Central,Warehouse,8,4,4,420,4197490
Humewood,Warehouse,8,1,4,890,12770676
Zwide,House,7,0,8,890,11468278
Central,Flat,1,2,8,400,14453432
Summerstrand,Officeblock,6,4,0,790,1018769
Walmer,Flat,2,0,1,370,12250116
Zwide,House,3,2,2,790,1263839
Summerstrand,House,8,4,8,400,13880068
Humewood,House,3,4,8,770,5695447
Walmer,Officeblock,6,2,8,370,4176478
Walmer,Flat,8,0,12,790,8081297
Zwide,House,6,0,1,890,5074493
Central,Warehouse,1,3,2,310,13285002
Walmer,Flat,4,2,12,370,13021870
